event_id,user_id,event_time,event_name,service_category,provider_id,session_id,device,ab_group
E000908,U0115,2026-03-12 22:04:00,visit,이사,P075,SU0115_2,mobile,A
E000909,U0115,2026-03-12 22:05:00,search,이사,P075,SU0115_2,mobile,A
E000910,U0115,2026-03-12 22:06:00,view_provider,이사,P075,SU0115_2,mobile,A
E000911,U0115,2026-03-12 22:00:00,start_request,이사,P075,SU0115_2,mobile,A
E000912,U0115,2026-03-12 22:01:00,submit_request,이사,P075,SU0115_2,mobile,A
E000913,U0115,2026-03-12 22:21:00,view_quote,이사,P075,SU0115_2,mobile,A
E000914,U0115,2026-03-13 12:18:00,complete_transaction,이사,P075,SU0115_2,mobile,A
E000915,U0115,2026-03-14 12:18:00,write_review,이사,P075,SU0115_2,mobile,A
E000916,U0115,2026-04-10 15:05:00,visit,사진촬영,P053,SU0115_3,mobile,B
E000917,U0115,2026-04-10 15:06:00,search,사진촬영,P053,SU0115_3,mobile,B
E000918,U0115,2026-04-10 15:00:00,view_provider,사진촬영,P053,SU0115_3,mobile,B
E000919,U0115,2026-04-10 15:01:00,start_request,사진촬영,P053,SU0115_3,mobile,B
E000920,U0115,2026-04-10 15:02:00,submit_request,사진촬영,P053,SU0115_3,mobile,B
E000921,U0115,2026-04-10 17:17:00,view_quote,사진촬영,P053,SU0115_3,mobile,B
E000922,U0116,2026-05-02 22:04:00,visit,인테리어,P034,SU0116_1,mobile,B
E000923,U0116,2026-05-02 22:05:00,search,인테리어,P034,SU0116_1,mobile,B
E000924,U0116,2026-05-02 22:06:00,view_provider,인테리어,P034,SU0116_1,mobile,B
E000925,U0116,2026-05-02 22:00:00,start_request,인테리어,P034,SU0116_1,mobile,B
E000926,U0116,2026-05-02 22:01:00,submit_request,인테리어,P034,SU0116_1,mobile,B
E000927,U0116,2026-05-02 22:13:00,view_quote,인테리어,P034,SU0116_1,mobile,B
E000928,U0116,2026-05-03 06:05:00,complete_transaction,인테리어,P034,SU0116_1,mobile,B
E000929,U0116,2026-05-11 06:05:00,write_review,인테리어,P034,SU0116_1,mobile,B
E000930,U0116,2026-03-07 08:05:00,visit,과외,P064,SU0116_2,mobile,A
E000931,U0116,2026-03-07 08:06:00,search,과외,P064,SU0116_2,mobile,A
E000932,U0116,2026-03-07 08:00:00,view_provider,과외,P064,SU0116_2,mobile,A
E000933,U0116,2026-03-07 08:01:00,start_request,과외,P064,SU0116_2,mobile,A
E000934,U0116,2026-04-06 08:02:00,visit,과외,P046,SU0116_3,mobile,B
E000935,U0116,2026-04-06 08:03:00,search,과외,P046,SU0116_3,mobile,B
E000936,U0116,2026-04-06 08:04:00,view_provider,과외,P046,SU0116_3,mobile,B
E000937,U0117,2026-03-16 11:05:00,visit,사진촬영,P016,SU0117_1,mobile,A
E000938,U0117,2026-03-17 11:06:00,visit,사진촬영,P035,SU0117_2,mobile,B
E000939,U0117,2026-03-17 11:00:00,search,사진촬영,P035,SU0117_2,mobile,B
E000940,U0118,2026-02-22 10:01:00,visit,과외,P062,SU0118_1,mobile,B
E000941,U0118,2026-02-22 10:02:00,search,과외,P062,SU0118_1,mobile,B
E000942,U0118,2026-02-22 10:03:00,view_provider,과외,P062,SU0118_1,mobile,B
E000943,U0118,2026-02-22 10:04:00,start_request,과외,P062,SU0118_1,mobile,B
E000944,U0118,2026-02-24 13:05:00,visit,청소,P066,SU0118_2,mobile,B
E000945,U0118,2026-02-24 13:06:00,search,청소,P066,SU0118_2,mobile,B
E000946,U0119,2026-03-24 15:00:00,visit,인테리어,P021,SU0119_1,mobile,A
E000947,U0119,2026-03-24 15:01:00,search,인테리어,P021,SU0119_1,mobile,A
E000948,U0119,2026-02-13 14:02:00,visit,사진촬영,P015,SU0119_2,mobile,B
E000949,U0119,2026-02-13 14:03:00,search,사진촬영,P015,SU0119_2,mobile,B
E000950,U0119,2026-02-17 20:04:00,visit,이사,P024,SU0119_3,desktop,A
E000951,U0119,2026-02-23 15:05:00,visit,사진촬영,P060,SU0119_4,mobile,B
E000952,U0119,2026-02-23 15:06:00,search,사진촬영,P060,SU0119_4,mobile,B
E000953,U0119,2026-02-23 15:00:00,view_provider,사진촬영,P060,SU0119_4,mobile,B
E000954,U0120,2026-02-02 19:01:00,visit,운동,P066,SU0120_1,mobile,B
E000955,U0120,2026-02-02 19:02:00,search,운동,P066,SU0120_1,mobile,B
E000956,U0120,2026-02-28 14:03:00,visit,사진촬영,P014,SU0120_2,mobile,B
E000957,U0120,2026-02-28 14:04:00,search,사진촬영,P014,SU0120_2,mobile,B
E000958,U0120,2026-02-28 14:05:00,view_provider,사진촬영,P014,SU0120_2,mobile,B
E000959,U0120,2026-02-28 14:06:00,start_request,사진촬영,P014,SU0120_2,mobile,B
E000960,U0120,2026-02-28 14:00:00,submit_request,사진촬영,P014,SU0120_2,mobile,B
E000961,U0120,2026-02-28 14:32:00,view_quote,사진촬영,P014,SU0120_2,mobile,B
E000962,U0120,2026-03-01 00:23:00,complete_transaction,사진촬영,P014,SU0120_2,mobile,B
E000963,U0120,2026-02-03 16:03:00,visit,청소,P050,SU0120_3,mobile,B
E000964,U0120,2026-02-03 16:04:00,search,청소,P050,SU0120_3,mobile,B
E000965,U0120,2026-01-25 16:05:00,visit,사진촬영,P035,SU0120_4,mobile,A
E000966,U0120,2026-01-25 16:06:00,search,사진촬영,P035,SU0120_4,mobile,A
E000967,U0120,2026-01-25 16:00:00,view_provider,사진촬영,P035,SU0120_4,mobile,A
E000968,U0121,2026-04-04 15:01:00,visit,사진촬영,P036,SU0121_1,mobile,A
E000969,U0121,2026-04-04 15:02:00,search,사진촬영,P036,SU0121_1,mobile,A
E000970,U0121,2026-04-04 15:03:00,view_provider,사진촬영,P036,SU0121_1,mobile,A
E000971,U0121,2026-04-04 09:04:00,visit,사진촬영,P057,SU0121_2,mobile,B
E000972,U0121,2026-04-04 09:05:00,search,사진촬영,P057,SU0121_2,mobile,B
E000973,U0121,2026-04-04 09:06:00,view_provider,사진촬영,P057,SU0121_2,mobile,B
E000974,U0122,2026-05-12 19:00:00,visit,인테리어,P041,SU0122_1,desktop,A
E000975,U0122,2026-05-12 19:01:00,search,인테리어,P041,SU0122_1,desktop,A
E000976,U0122,2026-03-23 22:02:00,visit,이사,P042,SU0122_2,desktop,A
E000977,U0122,2026-04-18 21:03:00,visit,과외,P031,SU0122_3,desktop,B
E000978,U0122,2026-04-18 21:04:00,search,과외,P031,SU0122_3,desktop,B
E000979,U0122,2026-04-18 21:05:00,view_provider,과외,P031,SU0122_3,desktop,B
E000980,U0122,2026-03-14 15:06:00,visit,사진촬영,P052,SU0122_4,mobile,B
E000981,U0122,2026-03-14 15:00:00,search,사진촬영,P052,SU0122_4,mobile,B
E000982,U0122,2026-03-14 15:01:00,view_provider,사진촬영,P052,SU0122_4,mobile,B
E000983,U0122,2026-03-29 08:02:00,visit,청소,P041,SU0122_5,desktop,B
E000984,U0123,2026-04-19 13:03:00,visit,청소,P043,SU0123_1,mobile,A
E000985,U0123,2026-04-19 13:04:00,search,청소,P043,SU0123_1,mobile,A
E000986,U0123,2026-04-19 13:05:00,view_provider,청소,P043,SU0123_1,mobile,A
E000987,U0123,2026-04-19 13:06:00,start_request,청소,P043,SU0123_1,mobile,A
E000988,U0123,2026-04-19 13:00:00,submit_request,청소,P043,SU0123_1,mobile,A
E000989,U0123,2026-04-19 15:14:00,view_quote,청소,P043,SU0123_1,mobile,A
E000990,U0123,2026-03-30 18:02:00,visit,인테리어,P005,SU0123_2,desktop,A
E000991,U0123,2026-03-30 18:03:00,search,인테리어,P005,SU0123_2,desktop,A
E000992,U0123,2026-03-30 18:04:00,view_provider,인테리어,P005,SU0123_2,desktop,A
E000993,U0123,2026-03-30 18:05:00,start_request,인테리어,P005,SU0123_2,desktop,A
E000994,U0123,2026-03-30 18:06:00,submit_request,인테리어,P005,SU0123_2,desktop,A
E000995,U0123,2026-03-25 13:00:00,visit,청소,P052,SU0123_3,mobile,B
E000996,U0123,2026-03-25 13:01:00,search,청소,P052,SU0123_3,mobile,B
E000997,U0123,2026-03-25 13:02:00,view_provider,청소,P052,SU0123_3,mobile,B
E000998,U0123,2026-03-25 13:03:00,start_request,청소,P052,SU0123_3,mobile,B
E000999,U0123,2026-03-01 11:04:00,visit,운동,P025,SU0123_4,mobile,B
E001000,U0124,2026-03-28 13:05:00,visit,인테리어,P045,SU0124_1,mobile,B
E001001,U0125,2026-05-15 19:06:00,visit,청소,P071,SU0125_1,mobile,B
E001002,U0126,2026-04-25 17:00:00,visit,청소,P074,SU0126_1,mobile,A
E001003,U0126,2026-04-25 17:01:00,search,청소,P074,SU0126_1,mobile,A
E001004,U0126,2026-04-25 17:02:00,view_provider,청소,P074,SU0126_1,mobile,A
E001005,U0126,2026-05-10 16:03:00,visit,인테리어,P067,SU0126_2,mobile,B
E001006,U0126,2026-05-10 16:04:00,search,인테리어,P067,SU0126_2,mobile,B
E001007,U0126,2026-04-02 18:05:00,visit,이사,P072,SU0126_3,mobile,A
E001008,U0126,2026-04-28 09:06:00,visit,청소,P050,SU0126_4,mobile,B
E001009,U0126,2026-04-28 09:00:00,search,청소,P050,SU0126_4,mobile,B
E001010,U0126,2026-04-28 09:01:00,view_provider,청소,P050,SU0126_4,mobile,B
E001011,U0126,2026-04-28 09:02:00,start_request,청소,P050,SU0126_4,mobile,B
E001012,U0126,2026-04-28 09:03:00,submit_request,청소,P050,SU0126_4,mobile,B
E001013,U0126,2026-04-28 09:51:00,view_quote,청소,P050,SU0126_4,mobile,B
E001014,U0126,2026-04-29 03:55:00,complete_transaction,청소,P050,SU0126_4,mobile,B
E001015,U0126,2026-05-04 03:55:00,write_review,청소,P050,SU0126_4,mobile,B
E001016,U0126,2026-02-25 10:00:00,visit,사진촬영,P021,SU0126_5,mobile,B
E001017,U0126,2026-02-25 10:01:00,search,사진촬영,P021,SU0126_5,mobile,B
E001018,U0126,2026-02-25 10:02:00,view_provider,사진촬영,P021,SU0126_5,mobile,B
E001019,U0126,2026-02-25 10:03:00,start_request,사진촬영,P021,SU0126_5,mobile,B
E001020,U0126,2026-02-25 10:04:00,submit_request,사진촬영,P021,SU0126_5,mobile,B
E001021,U0126,2026-02-25 10:41:00,view_quote,사진촬영,P021,SU0126_5,mobile,B
E001022,U0127,2026-01-28 19:06:00,visit,사진촬영,P056,SU0127_1,mobile,A
E001023,U0127,2026-03-05 09:00:00,visit,인테리어,P014,SU0127_2,mobile,B
E001024,U0127,2026-03-05 09:01:00,search,인테리어,P014,SU0127_2,mobile,B
E001025,U0127,2026-03-18 17:02:00,visit,운동,P079,SU0127_3,mobile,B
E001026,U0127,2026-03-18 17:03:00,search,운동,P079,SU0127_3,mobile,B
E001027,U0128,2026-03-31 14:04:00,visit,사진촬영,P025,SU0128_1,mobile,A
E001028,U0128,2026-03-31 13:05:00,visit,이사,P012,SU0128_2,mobile,A
E001029,U0128,2026-04-21 18:06:00,visit,청소,P068,SU0128_3,mobile,A
E001030,U0129,2026-03-15 16:00:00,visit,사진촬영,P059,SU0129_1,mobile,B
E001031,U0129,2026-05-06 18:01:00,visit,운동,P041,SU0129_2,mobile,A
E001032,U0129,2026-04-27 08:02:00,visit,운동,P041,SU0129_3,mobile,B
E001033,U0129,2026-04-18 20:03:00,visit,청소,P017,SU0129_4,mobile,B
E001034,U0129,2026-03-25 21:04:00,visit,이사,P048,SU0129_5,mobile,B
E001035,U0129,2026-03-25 21:05:00,search,이사,P048,SU0129_5,mobile,B
E001036,U0129,2026-03-25 21:06:00,view_provider,이사,P048,SU0129_5,mobile,B
E001037,U0129,2026-03-25 21:00:00,start_request,이사,P048,SU0129_5,mobile,B
E001038,U0130,2026-03-11 21:01:00,visit,사진촬영,P080,SU0130_1,desktop,A
E001039,U0130,2026-03-11 21:02:00,search,사진촬영,P080,SU0130_1,desktop,A
E001040,U0130,2026-03-11 21:03:00,view_provider,사진촬영,P080,SU0130_1,desktop,A
E001041,U0130,2026-03-11 21:04:00,start_request,사진촬영,P080,SU0130_1,desktop,A
E001042,U0130,2026-03-11 21:05:00,submit_request,사진촬영,P080,SU0130_1,desktop,A
E001043,U0130,2026-03-31 14:06:00,visit,이사,P036,SU0130_2,mobile,B
E001044,U0130,2026-03-31 14:00:00,search,이사,P036,SU0130_2,mobile,B
E001045,U0130,2026-03-31 14:01:00,view_provider,이사,P036,SU0130_2,mobile,B
E001046,U0130,2026-04-10 10:02:00,visit,사진촬영,P026,SU0130_3,mobile,A
E001047,U0130,2026-04-10 10:03:00,search,사진촬영,P026,SU0130_3,mobile,A
E001048,U0130,2026-04-10 10:04:00,view_provider,사진촬영,P026,SU0130_3,mobile,A
E001049,U0130,2026-04-10 10:05:00,start_request,사진촬영,P026,SU0130_3,mobile,A
E001050,U0130,2026-02-28 17:06:00,visit,청소,P042,SU0130_4,desktop,A
E001051,U0130,2026-03-19 12:00:00,visit,청소,P036,SU0130_5,desktop,B
E001052,U0131,2026-04-29 19:01:00,visit,과외,P048,SU0131_1,mobile,B
E001053,U0131,2026-04-29 19:02:00,search,과외,P048,SU0131_1,mobile,B
E001054,U0131,2026-04-29 19:03:00,view_provider,과외,P048,SU0131_1,mobile,B
E001055,U0131,2026-04-29 19:04:00,start_request,과외,P048,SU0131_1,mobile,B
E001056,U0131,2026-04-29 19:05:00,submit_request,과외,P048,SU0131_1,mobile,B
E001057,U0131,2026-04-29 21:03:00,view_quote,과외,P048,SU0131_1,mobile,B
E001058,U0132,2026-02-27 17:00:00,visit,사진촬영,P026,SU0132_1,mobile,A
E001059,U0132,2026-04-14 09:01:00,visit,이사,P002,SU0132_2,mobile,B
E001060,U0132,2026-03-31 21:02:00,visit,청소,P002,SU0132_3,mobile,A
E001061,U0132,2026-03-31 21:03:00,search,청소,P002,SU0132_3,mobile,A
E001062,U0132,2026-03-18 22:04:00,visit,사진촬영,P062,SU0132_4,desktop,B
E001063,U0132,2026-04-01 16:05:00,visit,이사,P080,SU0132_5,mobile,A
E001064,U0132,2026-04-01 16:06:00,search,이사,P080,SU0132_5,mobile,A
E001065,U0133,2026-03-05 20:00:00,visit,사진촬영,P042,SU0133_1,mobile,A
E001066,U0133,2026-03-06 11:01:00,visit,운동,P044,SU0133_2,mobile,B
E001067,U0134,2026-04-08 09:02:00,visit,과외,P039,SU0134_1,mobile,A
E001068,U0134,2026-04-08 09:03:00,search,과외,P039,SU0134_1,mobile,A
E001069,U0134,2026-04-08 09:04:00,view_provider,과외,P039,SU0134_1,mobile,A
E001070,U0134,2026-04-08 09:05:00,start_request,과외,P039,SU0134_1,mobile,A
E001071,U0134,2026-04-08 09:06:00,submit_request,과외,P039,SU0134_1,mobile,A
E001072,U0134,2026-04-08 09:23:00,view_quote,과외,P039,SU0134_1,mobile,A
E001073,U0134,2026-03-03 18:01:00,visit,이사,P059,SU0134_2,mobile,B
E001074,U0134,2026-03-03 18:02:00,search,이사,P059,SU0134_2,mobile,B
E001075,U0134,2026-03-03 18:03:00,view_provider,이사,P059,SU0134_2,mobile,B
E001076,U0134,2026-03-03 18:04:00,start_request,이사,P059,SU0134_2,mobile,B
E001077,U0134,2026-03-03 18:05:00,submit_request,이사,P059,SU0134_2,mobile,B
E001078,U0134,2026-04-01 12:06:00,visit,인테리어,P013,SU0134_3,mobile,A
E001079,U0134,2026-04-01 12:00:00,search,인테리어,P013,SU0134_3,mobile,A
E001080,U0134,2026-04-07 11:01:00,visit,인테리어,P020,SU0134_4,mobile,B
E001081,U0134,2026-04-07 11:02:00,search,인테리어,P020,SU0134_4,mobile,B
E001082,U0134,2026-04-07 11:03:00,view_provider,인테리어,P020,SU0134_4,mobile,B
E001083,U0134,2026-03-18 10:04:00,visit,사진촬영,P063,SU0134_5,desktop,B
E001084,U0134,2026-03-18 10:05:00,search,사진촬영,P063,SU0134_5,desktop,B
E001085,U0134,2026-03-18 10:06:00,view_provider,사진촬영,P063,SU0134_5,desktop,B
E001086,U0135,2026-05-24 16:00:00,visit,인테리어,P074,SU0135_1,mobile,A
E001087,U0135,2026-05-24 16:01:00,search,인테리어,P074,SU0135_1,mobile,A
E001088,U0135,2026-05-24 16:02:00,view_provider,인테리어,P074,SU0135_1,mobile,A
E001089,U0135,2026-05-24 16:03:00,start_request,인테리어,P074,SU0135_1,mobile,A
E001090,U0135,2026-05-24 16:04:00,submit_request,인테리어,P074,SU0135_1,mobile,A
E001091,U0135,2026-05-24 17:59:00,view_quote,인테리어,P074,SU0135_1,mobile,A
E001092,U0135,2026-05-25 15:00:00,complete_transaction,인테리어,P074,SU0135_1,mobile,A
E001093,U0135,2026-06-03 15:00:00,write_review,인테리어,P074,SU0135_1,mobile,A
E001094,U0135,2026-03-27 15:01:00,visit,인테리어,P020,SU0135_2,mobile,A
E001095,U0135,2026-03-27 15:02:00,search,인테리어,P020,SU0135_2,mobile,A
E001096,U0135,2026-03-27 15:03:00,view_provider,인테리어,P020,SU0135_2,mobile,A
E001097,U0135,2026-03-27 15:04:00,start_request,인테리어,P020,SU0135_2,mobile,A
E001098,U0135,2026-03-27 15:05:00,submit_request,인테리어,P020,SU0135_2,mobile,A
E001099,U0135,2026-03-27 16:13:00,view_quote,인테리어,P020,SU0135_2,mobile,A
E001100,U0135,2026-03-21 13:00:00,visit,운동,P047,SU0135_3,mobile,B
E001101,U0135,2026-03-21 13:01:00,search,운동,P047,SU0135_3,mobile,B
E001102,U0135,2026-03-21 13:02:00,view_provider,운동,P047,SU0135_3,mobile,B
E001103,U0135,2026-03-21 13:03:00,start_request,운동,P047,SU0135_3,mobile,B
E001104,U0135,2026-03-21 13:04:00,submit_request,운동,P047,SU0135_3,mobile,B
E001105,U0135,2026-05-18 18:05:00,visit,사진촬영,P045,SU0135_4,mobile,A
E001106,U0135,2026-05-18 18:06:00,search,사진촬영,P045,SU0135_4,mobile,A
E001107,U0135,2026-05-18 18:00:00,view_provider,사진촬영,P045,SU0135_4,mobile,A
E001108,U0136,2026-01-29 09:01:00,visit,사진촬영,P046,SU0136_1,mobile,B
E001109,U0136,2026-01-29 09:02:00,search,사진촬영,P046,SU0136_1,mobile,B
E001110,U0136,2026-01-29 09:03:00,view_provider,사진촬영,P046,SU0136_1,mobile,B
E001111,U0136,2026-01-29 09:04:00,start_request,사진촬영,P046,SU0136_1,mobile,B
E001112,U0136,2026-01-29 09:05:00,submit_request,사진촬영,P046,SU0136_1,mobile,B
E001113,U0136,2026-01-29 09:13:00,view_quote,사진촬영,P046,SU0136_1,mobile,B
E001114,U0136,2026-01-30 00:57:00,complete_transaction,사진촬영,P046,SU0136_1,mobile,B
E001115,U0136,2026-03-02 17:01:00,visit,이사,P070,SU0136_2,mobile,A
E001116,U0136,2026-03-02 17:02:00,search,이사,P070,SU0136_2,mobile,A
E001117,U0136,2026-04-09 11:03:00,visit,청소,P073,SU0136_3,mobile,A
E001118,U0136,2026-04-09 11:04:00,search,청소,P073,SU0136_3,mobile,A
E001119,U0136,2026-04-09 11:05:00,view_provider,청소,P073,SU0136_3,mobile,A
E001120,U0136,2026-03-20 13:06:00,visit,인테리어,P072,SU0136_4,desktop,A
E001121,U0137,2026-04-01 21:00:00,visit,인테리어,P070,SU0137_1,mobile,B
E001122,U0137,2026-04-14 12:01:00,visit,이사,P063,SU0137_2,mobile,B
E001123,U0137,2026-04-14 12:02:00,search,이사,P063,SU0137_2,mobile,B
E001124,U0137,2026-04-14 12:03:00,view_provider,이사,P063,SU0137_2,mobile,B
E001125,U0137,2026-03-19 11:04:00,visit,사진촬영,P060,SU0137_3,mobile,A
E001126,U0137,2026-03-19 11:05:00,search,사진촬영,P060,SU0137_3,mobile,A
E001127,U0137,2026-03-19 11:06:00,view_provider,사진촬영,P060,SU0137_3,mobile,A
E001128,U0138,2026-03-12 09:00:00,visit,운동,P036,SU0138_1,mobile,A
E001129,U0138,2026-03-12 09:01:00,search,운동,P036,SU0138_1,mobile,A
E001130,U0138,2026-03-12 09:02:00,view_provider,운동,P036,SU0138_1,mobile,A
E001131,U0138,2026-03-12 09:03:00,start_request,운동,P036,SU0138_1,mobile,A
E001132,U0138,2026-03-12 09:04:00,submit_request,운동,P036,SU0138_1,mobile,A
E001133,U0138,2026-03-12 09:58:00,view_quote,운동,P036,SU0138_1,mobile,A
E001134,U0138,2026-03-13 04:03:00,complete_transaction,운동,P036,SU0138_1,mobile,A
E001135,U0138,2026-02-19 22:00:00,visit,청소,P048,SU0138_2,mobile,A
E001136,U0138,2026-02-19 22:01:00,search,청소,P048,SU0138_2,mobile,A
E001137,U0138,2026-02-19 22:02:00,view_provider,청소,P048,SU0138_2,mobile,A
E001138,U0139,2026-02-20 19:03:00,visit,청소,P044,SU0139_1,desktop,A
E001139,U0139,2026-03-05 19:04:00,visit,청소,P045,SU0139_2,mobile,B
E001140,U0139,2026-03-05 19:05:00,search,청소,P045,SU0139_2,mobile,B
E001141,U0139,2026-03-05 19:06:00,view_provider,청소,P045,SU0139_2,mobile,B
E001142,U0139,2026-03-27 17:00:00,visit,이사,P049,SU0139_3,mobile,B
E001143,U0139,2026-03-27 17:01:00,search,이사,P049,SU0139_3,mobile,B
E001144,U0139,2026-03-27 17:02:00,view_provider,이사,P049,SU0139_3,mobile,B
E001145,U0139,2026-03-06 20:03:00,visit,운동,P012,SU0139_4,mobile,B
E001146,U0139,2026-03-06 20:04:00,search,운동,P012,SU0139_4,mobile,B
E001147,U0139,2026-02-04 18:05:00,visit,과외,P012,SU0139_5,mobile,A
E001148,U0140,2026-03-01 09:06:00,visit,운동,P037,SU0140_1,mobile,A
E001149,U0140,2026-03-01 09:00:00,search,운동,P037,SU0140_1,mobile,A
E001150,U0140,2026-03-01 09:01:00,view_provider,운동,P037,SU0140_1,mobile,A
E001151,U0140,2026-03-08 11:02:00,visit,청소,P060,SU0140_2,desktop,B
E001152,U0140,2026-03-08 11:03:00,search,청소,P060,SU0140_2,desktop,B
E001153,U0141,2026-05-20 22:04:00,visit,사진촬영,P020,SU0141_1,mobile,B
E001154,U0141,2026-05-20 22:05:00,search,사진촬영,P020,SU0141_1,mobile,B
E001155,U0141,2026-06-03 22:06:00,visit,운동,P017,SU0141_2,mobile,A
E001156,U0141,2026-06-03 22:00:00,search,운동,P017,SU0141_2,mobile,A
E001157,U0141,2026-06-03 22:01:00,view_provider,운동,P017,SU0141_2,mobile,A
E001158,U0141,2026-06-04 10:02:00,visit,운동,P030,SU0141_3,desktop,B
E001159,U0141,2026-04-14 21:03:00,visit,청소,P067,SU0141_4,mobile,A
E001160,U0141,2026-04-14 21:04:00,search,청소,P067,SU0141_4,mobile,A
E001161,U0142,2026-03-28 19:05:00,visit,사진촬영,P054,SU0142_1,desktop,B
E001162,U0142,2026-03-28 19:06:00,search,사진촬영,P054,SU0142_1,desktop,B
E001163,U0142,2026-01-25 17:00:00,visit,이사,P071,SU0142_2,mobile,B
E001164,U0142,2026-02-28 08:01:00,visit,이사,P033,SU0142_3,desktop,A
E001165,U0142,2026-02-28 08:02:00,search,이사,P033,SU0142_3,desktop,A
E001166,U0142,2026-02-28 08:03:00,view_provider,이사,P033,SU0142_3,desktop,A
E001167,U0142,2026-02-28 08:04:00,start_request,이사,P033,SU0142_3,desktop,A
E001168,U0142,2026-02-28 08:05:00,submit_request,이사,P033,SU0142_3,desktop,A
E001169,U0142,2026-03-12 22:06:00,visit,과외,P053,SU0142_4,mobile,B
E001170,U0142,2026-02-14 21:00:00,visit,이사,P058,SU0142_5,desktop,A
E001171,U0143,2026-02-18 09:01:00,visit,운동,P058,SU0143_1,mobile,A
E001172,U0143,2026-02-18 09:02:00,search,운동,P058,SU0143_1,mobile,A
E001173,U0143,2026-02-18 09:03:00,view_provider,운동,P058,SU0143_1,mobile,A
E001174,U0143,2026-03-10 14:04:00,visit,인테리어,P041,SU0143_2,mobile,B
E001175,U0143,2026-03-10 14:05:00,search,인테리어,P041,SU0143_2,mobile,B
E001176,U0143,2026-04-10 15:06:00,visit,청소,P051,SU0143_3,desktop,B
E001177,U0143,2026-04-10 15:00:00,search,청소,P051,SU0143_3,desktop,B
E001178,U0143,2026-04-10 15:01:00,view_provider,청소,P051,SU0143_3,desktop,B
E001179,U0143,2026-04-10 15:02:00,start_request,청소,P051,SU0143_3,desktop,B
E001180,U0143,2026-04-10 15:03:00,submit_request,청소,P051,SU0143_3,desktop,B
E001181,U0143,2026-04-10 17:42:00,view_quote,청소,P051,SU0143_3,desktop,B
E001182,U0144,2026-02-10 20:05:00,visit,과외,P006,SU0144_1,mobile,B
E001183,U0144,2026-02-10 20:06:00,search,과외,P006,SU0144_1,mobile,B
E001184,U0144,2026-02-10 20:00:00,view_provider,과외,P006,SU0144_1,mobile,B
E001185,U0144,2026-02-10 20:01:00,start_request,과외,P006,SU0144_1,mobile,B
E001186,U0144,2026-02-10 20:02:00,submit_request,과외,P006,SU0144_1,mobile,B
E001187,U0144,2026-02-10 20:45:00,view_quote,과외,P006,SU0144_1,mobile,B
E001188,U0144,2026-02-21 11:04:00,visit,운동,P025,SU0144_2,mobile,A
E001189,U0144,2026-04-14 14:05:00,visit,청소,P055,SU0144_3,mobile,A
E001190,U0144,2026-03-10 21:06:00,visit,청소,P009,SU0144_4,mobile,A
E001191,U0144,2026-03-10 21:00:00,search,청소,P009,SU0144_4,mobile,A
E001192,U0144,2026-02-18 14:01:00,visit,과외,P014,SU0144_5,mobile,A
E001193,U0144,2026-02-18 14:02:00,search,과외,P014,SU0144_5,mobile,A
E001194,U0145,2026-04-27 13:03:00,visit,사진촬영,P056,SU0145_1,mobile,A
E001195,U0145,2026-04-27 13:04:00,search,사진촬영,P056,SU0145_1,mobile,A
E001196,U0145,2026-04-27 13:05:00,view_provider,사진촬영,P056,SU0145_1,mobile,A
E001197,U0145,2026-04-27 13:06:00,start_request,사진촬영,P056,SU0145_1,mobile,A
E001198,U0145,2026-04-27 13:00:00,submit_request,사진촬영,P056,SU0145_1,mobile,A
E001199,U0145,2026-04-27 14:47:00,view_quote,사진촬영,P056,SU0145_1,mobile,A
E001200,U0145,2026-04-28 09:45:00,complete_transaction,사진촬영,P056,SU0145_1,mobile,A
E001201,U0145,2026-05-10 09:45:00,write_review,사진촬영,P056,SU0145_1,mobile,A
E001202,U0145,2026-04-27 19:04:00,visit,운동,P080,SU0145_2,mobile,A
E001203,U0145,2026-04-27 19:05:00,search,운동,P080,SU0145_2,mobile,A
E001204,U0145,2026-04-22 19:06:00,visit,운동,P001,SU0145_3,mobile,A
E001205,U0145,2026-06-02 20:00:00,visit,과외,P032,SU0145_4,mobile,A
E001206,U0145,2026-06-02 20:01:00,search,과외,P032,SU0145_4,mobile,A
E001207,U0145,2026-06-02 20:02:00,view_provider,과외,P032,SU0145_4,mobile,A
E001208,U0145,2026-05-02 15:03:00,visit,사진촬영,P079,SU0145_5,mobile,A
E001209,U0145,2026-05-02 15:04:00,search,사진촬영,P079,SU0145_5,mobile,A
E001210,U0145,2026-05-02 15:05:00,view_provider,사진촬영,P079,SU0145_5,mobile,A
E001211,U0145,2026-05-02 15:06:00,start_request,사진촬영,P079,SU0145_5,mobile,A
E001212,U0145,2026-05-02 15:00:00,submit_request,사진촬영,P079,SU0145_5,mobile,A
E001213,U0145,2026-05-02 16:54:00,view_quote,사진촬영,P079,SU0145_5,mobile,A
E001214,U0146,2026-05-29 14:02:00,visit,인테리어,P006,SU0146_1,mobile,A
E001215,U0146,2026-05-29 14:03:00,search,인테리어,P006,SU0146_1,mobile,A
E001216,U0146,2026-05-29 14:04:00,view_provider,인테리어,P006,SU0146_1,mobile,A
E001217,U0146,2026-05-29 14:05:00,start_request,인테리어,P006,SU0146_1,mobile,A
E001218,U0146,2026-05-29 14:06:00,submit_request,인테리어,P006,SU0146_1,mobile,A
E001219,U0146,2026-05-29 15:33:00,view_quote,인테리어,P006,SU0146_1,mobile,A
